gamma,tdxy,zdamping,nbadballs
2.0,2.0,0.6000000000000001,621
2.0,2.0,0.7000000000000001,617
2.0,2.0,0.8,619
2.0,2.0,0.9,618
2.0,2.0,1.0,613
2.0,2.0,1.1,612
2.0,2.0,1.2000000000000002,614
2.0,2.0,1.3,616
2.0,2.0,1.4000000000000001,611
2.0,2.0,1.5,615
2.0,2.0,1.6,613
2.0,2.0,1.7000000000000002,615
2.0,2.0,1.8,617
2.0,2.0,1.9000000000000001,616
2.0,2.0,2.0,616
